sample	role	relative_path	source_path	size_bytes	status
DE	downstream_qc	DE/downstream_genefull_velocyto_cellbender/non_empty_barcodes.txt	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/DE/downstream_genefull_velocyto_cellbender/non_empty_barcodes.txt	629337	present
DE	downstream_qc	DE/downstream_genefull_velocyto_cellbender/scimilarity_annotation.log	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/DE/downstream_genefull_velocyto_cellbender/scimilarity_annotation.log	370	present
DE	downstream_qc	DE/downstream_genefull_velocyto_cellbender/remote_cellbender_20260514_062134.log	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/DE/downstream_genefull_velocyto_cellbender/remote_cellbender_20260514_062134.log	34934	present
DE	cellbender_qc	DE/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts_metrics.csv	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/DE/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts_metrics.csv	586	present
DE	cellbender_qc	DE/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts_cell_barcodes.csv	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/DE/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts_cell_barcodes.csv	620008	present
DE	cellbender_qc	DE/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts_report.html	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/DE/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts_report.html	1085916	present
DE	cellbender_qc	DE/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts.log	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/DE/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts.log	33752	present
DE	cellbender_qc	DE/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts.pdf	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/DE/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts.pdf	100304	present
DE	feature_h5ad	DE/downstream_genefull_velocyto_cellbender/feature_libraries/grna_de/filtered_feature_library.h5ad	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/DE/downstream_genefull_velocyto_cellbender/feature_libraries/grna_de/filtered_feature_library.h5ad	5155690	present
DE	feature_h5ad	DE/downstream_genefull_velocyto_cellbender/feature_libraries/grna_de/raw_feature_library.h5ad	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/DE/downstream_genefull_velocyto_cellbender/feature_libraries/grna_de/raw_feature_library.h5ad	33788855	present
DE	feature_h5ad	DE/downstream_genefull_velocyto_cellbender/feature_libraries/larry_de/filtered_feature_library.h5ad	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/DE/downstream_genefull_velocyto_cellbender/feature_libraries/larry_de/filtered_feature_library.h5ad	36878816	present
DE	feature_h5ad	DE/downstream_genefull_velocyto_cellbender/feature_libraries/larry_de/raw_feature_library.h5ad	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/DE/downstream_genefull_velocyto_cellbender/feature_libraries/larry_de/raw_feature_library.h5ad	63893980	present
DE	feature_qc	DE/downstream_genefull_velocyto_cellbender/feature_libraries/grna_de/manifest.json	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/DE/downstream_genefull_velocyto_cellbender/feature_libraries/grna_de/manifest.json	1842	present
DE	feature_qc	DE/downstream_genefull_velocyto_cellbender/feature_libraries/larry_de/manifest.json	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/DE/downstream_genefull_velocyto_cellbender/feature_libraries/larry_de/manifest.json	1669	present
DE_GemX	sample_qc	DE_GemX/RUN_COMMAND.sh	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/RUN_COMMAND.sh	9441	present
DE_GemX	sample_qc	DE_GemX/pf_multi_config.csv	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/pf_multi_config.csv	823	present
DE_GemX	sample_qc	DE_GemX/star_stdout.log	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/star_stdout.log	11233	present
DE_GemX	sample_qc	DE_GemX/star_stderr.log	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/star_stderr.log	43462	present
DE_GemX	star_qc	DE_GemX/run/Log.out	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/Log.out	967462	present
DE_GemX	star_qc	DE_GemX/run/Log.final.out	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/Log.final.out	3342	present
DE_GemX	star_qc	DE_GemX/run/Log.progress.out	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/Log.progress.out	2842	present
DE_GemX	star_qc	DE_GemX/run/Solo.out/Barcodes.stats	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/Solo.out/Barcodes.stats	792	present
DE_GemX	star_qc	DE_GemX/run/outs/velocyto_feature_bc_matrix_manifest.json	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/outs/velocyto_feature_bc_matrix_manifest.json	983	present
DE_GemX	solo_qc	DE_GemX/run/Solo.out/GeneFull/Summary.csv	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/Solo.out/GeneFull/Summary.csv	691	present
DE_GemX	solo_qc	DE_GemX/run/Solo.out/Velocyto/Summary.csv	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/Solo.out/Velocyto/Summary.csv	340	present
DE_GemX	solo_qc	DE_GemX/run/Solo.out/GeneFull/Features.stats	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/Solo.out/GeneFull/Features.stats	726	present
DE_GemX	solo_qc	DE_GemX/run/Solo.out/Velocyto/Features.stats	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/Solo.out/Velocyto/Features.stats	726	present
DE_GemX	solo_qc	DE_GemX/run/Solo.out/GeneFull/UMIperCellSorted.txt	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/Solo.out/GeneFull/UMIperCellSorted.txt	4405540	present
DE_GemX	feature_assignment_qc	DE_GemX/run/cr_assign/CRISPR_Guide_Capture/grna_de_gemx/PolyIII/barcodes.txt	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/cr_assign/CRISPR_Guide_Capture/grna_de_gemx/PolyIII/barcodes.txt	3649985	present
DE_GemX	feature_assignment_qc	DE_GemX/run/cr_assign/CRISPR_Guide_Capture/grna_de_gemx/PolyIII/deduped_counts_histograms.txt	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/cr_assign/CRISPR_Guide_Capture/grna_de_gemx/PolyIII/deduped_counts_histograms.txt	98674	present
DE_GemX	feature_assignment_qc	DE_GemX/run/cr_assign/CRISPR_Guide_Capture/grna_de_gemx/PolyIII/feature_sequences.txt	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/cr_assign/CRISPR_Guide_Capture/grna_de_gemx/PolyIII/feature_sequences.txt	30798	present
DE_GemX	feature_assignment_qc	DE_GemX/run/cr_assign/CRISPR_Guide_Capture/grna_de_gemx/PolyIII/features.txt	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/cr_assign/CRISPR_Guide_Capture/grna_de_gemx/PolyIII/features.txt	171	present
DE_GemX	feature_assignment_qc	DE_GemX/run/cr_assign/CRISPR_Guide_Capture/grna_de_gemx/PolyIII/filtered/barcodes.txt	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/cr_assign/CRISPR_Guide_Capture/grna_de_gemx/PolyIII/filtered/barcodes.txt	728892	present
DE_GemX	feature_assignment_qc	DE_GemX/run/cr_assign/CRISPR_Guide_Capture/grna_de_gemx/PolyIII/filtered/features.txt	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/cr_assign/CRISPR_Guide_Capture/grna_de_gemx/PolyIII/filtered/features.txt	171	present
DE_GemX	feature_assignment_qc	DE_GemX/run/cr_assign/CRISPR_Guide_Capture/grna_de_gemx/PolyIII/filtered/stats.txt	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/cr_assign/CRISPR_Guide_Capture/grna_de_gemx/PolyIII/filtered/stats.txt	833	present
DE_GemX	feature_assignment_qc	DE_GemX/run/cr_assign/CRISPR_Guide_Capture/grna_de_gemx/PolyIII/filtered_barcodes.txt	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/cr_assign/CRISPR_Guide_Capture/grna_de_gemx/PolyIII/filtered_barcodes.txt	116586	present
DE_GemX	feature_assignment_qc	DE_GemX/run/cr_assign/CRISPR_Guide_Capture/grna_de_gemx/PolyIII/stats.txt	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/cr_assign/CRISPR_Guide_Capture/grna_de_gemx/PolyIII/stats.txt	829	present
DE_GemX	feature_assignment_qc	DE_GemX/run/cr_assign/CRISPR_Guide_Capture/grna_de_gemx/assignBarcodes.api_run.txt	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/cr_assign/CRISPR_Guide_Capture/grna_de_gemx/assignBarcodes.api_run.txt	2117	present
DE_GemX	feature_assignment_qc	DE_GemX/run/cr_assign/CRISPR_Guide_Capture/grna_de_gemx/whitelist.normalized.txt	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/cr_assign/CRISPR_Guide_Capture/grna_de_gemx/whitelist.normalized.txt	62668800	present
DE_GemX	feature_assignment_qc	DE_GemX/run/cr_assign/Custom/larry_de_gemx/LARRY/barcodes.txt	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/cr_assign/Custom/larry_de_gemx/LARRY/barcodes.txt	4059770	present
DE_GemX	feature_assignment_qc	DE_GemX/run/cr_assign/Custom/larry_de_gemx/LARRY/deduped_counts_histograms.txt	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/cr_assign/Custom/larry_de_gemx/LARRY/deduped_counts_histograms.txt	656036	present
DE_GemX	feature_assignment_qc	DE_GemX/run/cr_assign/Custom/larry_de_gemx/LARRY/feature_sequences.txt	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/cr_assign/Custom/larry_de_gemx/LARRY/feature_sequences.txt	10185894	present
DE_GemX	feature_assignment_qc	DE_GemX/run/cr_assign/Custom/larry_de_gemx/LARRY/features.txt	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/cr_assign/Custom/larry_de_gemx/LARRY/features.txt	2102706	present
DE_GemX	feature_assignment_qc	DE_GemX/run/cr_assign/Custom/larry_de_gemx/LARRY/filtered/barcodes.txt	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/cr_assign/Custom/larry_de_gemx/LARRY/filtered/barcodes.txt	734808	present
DE_GemX	feature_assignment_qc	DE_GemX/run/cr_assign/Custom/larry_de_gemx/LARRY/filtered/features.txt	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/cr_assign/Custom/larry_de_gemx/LARRY/filtered/features.txt	2102706	present
DE_GemX	feature_assignment_qc	DE_GemX/run/cr_assign/Custom/larry_de_gemx/LARRY/filtered/stats.txt	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/cr_assign/Custom/larry_de_gemx/LARRY/filtered/stats.txt	832	present
DE_GemX	feature_assignment_qc	DE_GemX/run/cr_assign/Custom/larry_de_gemx/LARRY/filtered_barcodes.txt	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/cr_assign/Custom/larry_de_gemx/LARRY/filtered_barcodes.txt	599267	present
DE_GemX	feature_assignment_qc	DE_GemX/run/cr_assign/Custom/larry_de_gemx/LARRY/stats.txt	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/cr_assign/Custom/larry_de_gemx/LARRY/stats.txt	829	present
DE_GemX	feature_assignment_qc	DE_GemX/run/cr_assign/Custom/larry_de_gemx/assignBarcodes.api_run.txt	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/cr_assign/Custom/larry_de_gemx/assignBarcodes.api_run.txt	2921	present
DE_GemX	crispr_calls	DE_GemX/run/outs/crispr_analysis/protospacer_calls_per_cell.csv	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/outs/crispr_analysis/protospacer_calls_per_cell.csv	1327789	present
DE_GemX	crispr_calls	DE_GemX/run/outs/crispr_analysis/protospacer_calls_summary.csv	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/outs/crispr_analysis/protospacer_calls_summary.csv	650	present
DE_GemX	crispr_calls	DE_GemX/run/outs/crispr_analysis/protospacer_umi_thresholds.csv	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/outs/crispr_analysis/protospacer_umi_thresholds.csv	267	present
DE_GemX	crispr_calls	DE_GemX/run/outs/crispr_analysis/protospacer_umi_thresholds.json	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/run/outs/crispr_analysis/protospacer_umi_thresholds.json	484	present
DE_GemX	primary_h5ad	DE_GemX/downstream_genefull_velocyto_cellbender/filtered_counts.h5ad	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/downstream_genefull_velocyto_cellbender/filtered_counts.h5ad	7703316487	present
DE_GemX	primary_h5ad	DE_GemX/downstream_genefull_velocyto_cellbender/default_singlet_filtered_counts.h5ad	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/downstream_genefull_velocyto_cellbender/default_singlet_filtered_counts.h5ad	6769235334	present
DE_GemX	downstream_qc	DE_GemX/downstream_genefull_velocyto_cellbender/summary.txt	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/downstream_genefull_velocyto_cellbender/summary.txt	19971	present
DE_GemX	downstream_qc	DE_GemX/downstream_genefull_velocyto_cellbender/final_counts.summary.txt	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/downstream_genefull_velocyto_cellbender/final_counts.summary.txt	19971	present
DE_GemX	downstream_qc	DE_GemX/downstream_genefull_velocyto_cellbender/adaptive_qc_threshold.json	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/downstream_genefull_velocyto_cellbender/adaptive_qc_threshold.json	423	present
DE_GemX	downstream_qc	DE_GemX/downstream_genefull_velocyto_cellbender/gene_quantile_histogram.html	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/downstream_genefull_velocyto_cellbender/gene_quantile_histogram.html	3971827	present
DE_GemX	downstream_qc	DE_GemX/downstream_genefull_velocyto_cellbender/gene_quantile_histogram.png	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/downstream_genefull_velocyto_cellbender/gene_quantile_histogram.png	181543	present
DE_GemX	downstream_qc	DE_GemX/downstream_genefull_velocyto_cellbender/filtered_barcodes_with_scores.txt	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/downstream_genefull_velocyto_cellbender/filtered_barcodes_with_scores.txt	2033211	present
DE_GemX	downstream_qc	DE_GemX/downstream_genefull_velocyto_cellbender/doublet_barcodes.txt	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/downstream_genefull_velocyto_cellbender/doublet_barcodes.txt	155572	present
DE_GemX	downstream_qc	DE_GemX/downstream_genefull_velocyto_cellbender/non_empty_barcodes.txt	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/downstream_genefull_velocyto_cellbender/non_empty_barcodes.txt	823688	present
DE_GemX	downstream_qc	DE_GemX/downstream_genefull_velocyto_cellbender/remote_cellbender_20260513_211152.log	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/downstream_genefull_velocyto_cellbender/remote_cellbender_20260513_211152.log	43133	present
DE_GemX	cellbender_qc	DE_GemX/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts_metrics.csv	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts_metrics.csv	588	present
DE_GemX	cellbender_qc	DE_GemX/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts_cell_barcodes.csv	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts_cell_barcodes.csv	826367	present
DE_GemX	cellbender_qc	DE_GemX/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts_report.html	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts_report.html	1072665	present
DE_GemX	cellbender_qc	DE_GemX/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts.log	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts.log	39212	present
DE_GemX	cellbender_qc	DE_GemX/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts.pdf	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts.pdf	100644	present
DE_GemX	feature_h5ad	DE_GemX/downstream_genefull_velocyto_cellbender/feature_libraries/grna_de_gemx/filtered_feature_library.h5ad	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/downstream_genefull_velocyto_cellbender/feature_libraries/grna_de_gemx/filtered_feature_library.h5ad	5740476	present
DE_GemX	feature_h5ad	DE_GemX/downstream_genefull_velocyto_cellbender/feature_libraries/grna_de_gemx/raw_feature_library.h5ad	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/downstream_genefull_velocyto_cellbender/feature_libraries/grna_de_gemx/raw_feature_library.h5ad	25574435	present
DE_GemX	feature_h5ad	DE_GemX/downstream_genefull_velocyto_cellbender/feature_libraries/larry_de_gemx/filtered_feature_library.h5ad	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/downstream_genefull_velocyto_cellbender/feature_libraries/larry_de_gemx/filtered_feature_library.h5ad	60002936	present
DE_GemX	feature_h5ad	DE_GemX/downstream_genefull_velocyto_cellbender/feature_libraries/larry_de_gemx/raw_feature_library.h5ad	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/downstream_genefull_velocyto_cellbender/feature_libraries/larry_de_gemx/raw_feature_library.h5ad	81461920	present
DE_GemX	feature_qc	DE_GemX/downstream_genefull_velocyto_cellbender/feature_libraries/grna_de_gemx/manifest.json	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/downstream_genefull_velocyto_cellbender/feature_libraries/grna_de_gemx/manifest.json	2137	present
DE_GemX	feature_qc	DE_GemX/downstream_genefull_velocyto_cellbender/feature_libraries/larry_de_gemx/manifest.json	/storage/MSK-perturb-comparison/msk30ko_DE_GemX_velocyto_downstream_trial_20260513_190549/samples/DE_GemX/downstream_genefull_velocyto_cellbender/feature_libraries/larry_de_gemx/manifest.json	1938	present
PP1	sample_qc	PP1/RUN_COMMAND.sh	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/PP1/RUN_COMMAND.sh	4021	present
PP1	sample_qc	PP1/RUN_MANIFEST.txt	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/PP1/RUN_MANIFEST.txt	593	present
PP1	sample_qc	PP1/SAMPLE_PIPELINE_COMPLETE.ok	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/PP1/SAMPLE_PIPELINE_COMPLETE.ok	3	present
PP1	sample_qc	PP1/pf_multi_config.csv	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/PP1/pf_multi_config.csv	867	present
PP1	sample_qc	PP1/star.log	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/PP1/star.log	73399	present
PP1	sample_qc	PP1/downstream.log	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/PP1/downstream.log	15090	present
PP1	sample_qc	PP1/prepare_velocyto.log	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/PP1/prepare_velocyto.log	569	present
PP1	sample_qc	PP1/remote_cellbender_driver.log	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/PP1/remote_cellbender_driver.log	5813	present
PP1	star_qc	PP1/run/Log.out	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/PP1/run/Log.out	507767	present
PP1	star_qc	PP1/run/Log.final.out	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/PP1/run/Log.final.out	3334	present
PP1	star_qc	PP1/run/Log.progress.out	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/PP1/run/Log.progress.out	2134	present
PP1	star_qc	PP1/run/Solo.out/Barcodes.stats	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/PP1/run/Solo.out/Barcodes.stats	792	present
PP1	star_qc	PP1/run/outs/velocyto_feature_bc_matrix_manifest.json	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/PP1/run/outs/velocyto_feature_bc_matrix_manifest.json	875	present
PP1	solo_qc	PP1/run/Solo.out/GeneFull/Summary.csv	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/PP1/run/Solo.out/GeneFull/Summary.csv	692	present
PP1	solo_qc	PP1/run/Solo.out/Velocyto/Summary.csv	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/PP1/run/Solo.out/Velocyto/Summary.csv	340	present
PP1	solo_qc	PP1/run/Solo.out/GeneFull/Features.stats	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/PP1/run/Solo.out/GeneFull/Features.stats	726	present
PP1	solo_qc	PP1/run/Solo.out/Velocyto/Features.stats	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/PP1/run/Solo.out/Velocyto/Features.stats	726	present
PP1	solo_qc	PP1/run/Solo.out/GeneFull/UMIperCellSorted.txt	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/PP1/run/Solo.out/GeneFull/UMIperCellSorted.txt	4354974	present
PP1	feature_assignment_qc	PP1/run/cr_assign/CRISPR_Guide_Capture/grna_pp1/PolyIII/barcodes.txt	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/PP1/run/cr_assign/CRISPR_Guide_Capture/grna_pp1/PolyIII/barcodes.txt	3219409	present
PP1	feature_assignment_qc	PP1/run/cr_assign/CRISPR_Guide_Capture/grna_pp1/PolyIII/deduped_counts_histograms.txt	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/PP1/run/cr_assign/CRISPR_Guide_Capture/grna_pp1/PolyIII/deduped_counts_histograms.txt	60932	present
PP1	feature_assignment_qc	PP1/run/cr_assign/CRISPR_Guide_Capture/grna_pp1/PolyIII/feature_sequences.txt	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/PP1/run/cr_assign/CRISPR_Guide_Capture/grna_pp1/PolyIII/feature_sequences.txt	31966	present
PP1	feature_assignment_qc	PP1/run/cr_assign/CRISPR_Guide_Capture/grna_pp1/PolyIII/features.txt	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/PP1/run/cr_assign/CRISPR_Guide_Capture/grna_pp1/PolyIII/features.txt	171	present
PP1	feature_assignment_qc	PP1/run/cr_assign/CRISPR_Guide_Capture/grna_pp1/PolyIII/filtered/barcodes.txt	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/PP1/run/cr_assign/CRISPR_Guide_Capture/grna_pp1/PolyIII/filtered/barcodes.txt	220320	present
PP1	feature_assignment_qc	PP1/run/cr_assign/CRISPR_Guide_Capture/grna_pp1/PolyIII/filtered/features.txt	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/PP1/run/cr_assign/CRISPR_Guide_Capture/grna_pp1/PolyIII/filtered/features.txt	171	present
PP1	feature_assignment_qc	PP1/run/cr_assign/CRISPR_Guide_Capture/grna_pp1/PolyIII/filtered/stats.txt	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/PP1/run/cr_assign/CRISPR_Guide_Capture/grna_pp1/PolyIII/filtered/stats.txt	834	present
PP1	feature_assignment_qc	PP1/run/cr_assign/CRISPR_Guide_Capture/grna_pp1/PolyIII/filtered_barcodes.txt	/mnt/pikachu/msk30ko-production-sample-archive/MSK-05-13-26-large-files/PP1/run/cr_assign/CRISPR_Guide_Capture/grna_pp1/PolyIII/filtered_barcodes.txt	57290	present
